  10852302, 210528, 213217, 215789, 219620, 221421, 224472, 228046, 230933, 233445, 237246, 239889, 243065, 246115, 248682, 252348, 253866, 258316, 260564, 263782, 266111, 68715147, 267848, 264470, 261926, 258060, 255455, 252053, 249772, 247178, 243248, 240275, 237204, 233612, 231499, 229156, 226179, 222445, 218870, 215851, 213709, 210993, 10828137, 2264, 2129, 2092, 2064, 1875, 1820, 1761, 1665, 1669, 1548, 1511, 1460, 1444, 1420, 1316, 1276, 1227, 1157, 1182, 1067, 25209
10917042, 210962, 213193, 215943, 219272, 222669, 224827, 227826, 231344, 233356, 236637, 239612, 242501, 245238, 248405, 251066, 254594, 257537, 260087, 262930, 266396, 68481677, 268434, 264635, 262151, 259438, 256941, 253219, 250075, 247868, 244022, 241896, 238330, 235241, 231605, 229614, 226546, 223149, 220797, 217548, 214950, 211562, 10978146, 2328, 2245, 2176, 2052, 2016, 1935, 1864, 1813, 1776, 1682, 1638, 1484, 1491, 1426, 1391, 1336, 1285, 1258, 1232, 1170, 27121
11023268, 209436, 213315, 216341, 217907, 221848, 224763, 226306, 229462, 233188, 237097, 238532, 242876, 244434, 247250, 249822, 253397, 256458, 260635, 263009, 265558, 68091144, 269425, 266561, 263626, 260570, 256951, 255225, 252013, 248440, 245312, 242415, 240279, 237225, 233815, 231183, 228195, 224886, 222098, 219222, 216858, 213426, 11238659, 2515, 2411, 2321, 2305, 2160, 2113, 2111, 2043, 1961, 1817, 1735, 1715, 1684, 1593, 1581, 1481, 1410, 1408, 1312, 1239, 30655
11176346, 208780, 212150, 215160, 217871, 220985, 223734, 226000, 229113, 232312, 236045, 237655, 240102, 243381, 246973, 249173, 252536, 254548, 258237, 261243, 263529, 67548965, 270397, 267713, 265268, 261430, 258458, 255460, 252702, 250775, 247595, 245019, 241717, 239361, 235965, 233364, 229723, 227768, 224813, 221360, 219439, 216024, 11602851, 2938, 2788, 2730, 2642, 2533, 2356, 2428, 2262, 2176, 2095, 1975, 1890, 1937, 1788, 1728, 1686, 1560, 1575, 1508, 1463, 35902
11362972, 208303, 211819, 214110, 216952, 220571, 222674, 225631, 228197, 231064, 234621, 236474, 239640, 242096, 244675, 247316, 251257, 252861, 256405, 258697, 261859, 66855525, 272103, 268672, 266927, 264328, 261107, 257653, 255967, 252689, 250264, 246946, 245134, 241206, 238680, 236277, 234118, 230563, 228424, 225477, 222128, 219714, 12065977, 3350, 3133, 3136, 3028, 2876, 2826, 2700, 2642, 2496, 2462, 2399, 2263, 2121, 2172, 2019, 1985, 1902, 1872, 1709, 1666, 43170
11598122, 209026, 210773, 214150, 216400, 218803, 221678, 225509, 227357, 229692, 233088, 235755, 237933, 240901, 243667, 246511, 248874, 251260, 253751, 257761, 260431, 65998581, 275475, 271848, 269268, 266041, 263549, 261036, 258337, 255971, 252031, 249979, 246158, 244554, 241745, 238703, 235461, 233292, 231092, 227928, 225938, 223211, 12636430, 3853, 3896, 3698, 3649, 3442, 3318, 3263, 3129, 2940, 2823, 2839, 2676, 2573, 2607, 2508, 2412, 2352, 2242, 2081, 2060, 53569
11864866, 207939, 210645, 213631, 215348, 217857, 220271, 222950, 226056, 228259, 231396, 234778, 236183, 239303, 241564, 244458, 246270, 249681, 251644, 255597, 256758, 65029618, 276837, 273912, 271314, 268385, 265326, 263565, 260202, 258399, 254791, 253424, 249812, 247619, 244209, 242670, 239243, 236411, 234902, 231285, 228325, 226863, 13288378, 4790, 4562, 4423, 4327, 4085, 3936, 3943, 3806, 3613, 3633, 3507, 3408, 3188, 3138, 3074, 2855, 2930, 2786, 2637, 2426, 67989
12165544, 207403, 209748, 211807, 214988, 216781, 220341, 222457, 224152, 226830, 230251, 231764, 234718, 236148, 238993, 242155, 244276, 246823, 249479, 251671, 253905, 63901363, 277883, 275683, 272579, 270087, 268368, 265095, 262448, 261005, 258087, 255632, 252477, 249985, 247831, 245124, 242704, 240990, 237163, 235194, 233167, 231741, 14060960, 5838, 5401, 5379, 5229, 4953, 4966, 4744, 4558, 4470, 4276, 4270, 4134, 4041, 3754, 3746, 3558, 3469, 3349, 3213, 3146, 87706
12513210, 207178, 208581, 210484, 213819, 215978, 218152, 221199, 222685, 225109, 227769, 229916, 232649, 234571, 236596, 240165, 241493, 244158, 246634, 249142, 252082, 62644642, 278941, 277119, 274877, 271338, 268780, 267734, 266252, 262656, 260746, 257324, 255490, 253500, 250568, 248542, 246127, 242864, 240996, 238968, 236440, 234417, 14909146, 6971, 6762, 6583, 6340, 6083, 6028, 5867, 5737, 5531, 5410, 5098, 5067, 4822, 4676, 4602, 4514, 4296, 4257, 4157, 3921, 114241
12890564, 205673, 207395, 209762, 212788, 214212, 216918, 218612, 220553, 222891, 225694, 227045, 230018, 232150, 234447, 236358, 238351, 241320, 243504, 245698, 247767, 61269738, 279734, 277117, 276139, 274125, 270924, 268985, 266010, 264792, 262083, 260172, 259319, 256294, 253459, 252263, 249187, 246496, 244581, 242416, 240222, 238669, 15841903, 8690, 8426, 8117, 8142, 7739, 7393, 7378, 7192, 6795, 6853, 6591, 6352, 6169, 5976, 5796, 5661, 5433, 5353, 5252, 4941, 149403
13290905, 203646, 206955, 208586, 210729, 213441, 214422, 217547, 218907, 220529, 223183, 224683, 228152, 229498, 231915, 234013, 235000, 237788, 239320, 241793, 244073, 59803684, 280380, 278836, 276429, 274488, 272198, 270762, 267670, 266145, 264975, 262104, 259632, 258330, 256650, 254273, 252470, 249723, 247614, 245481, 243436, 240483, 16835831, 10649, 10355, 10208, 9800, 9622, 9139, 9119, 8792, 8662, 8317, 8142, 7630, 7959, 7499, 7321, 7119, 6849, 6771, 6405, 6276, 196687
13727341, 203093, 204905, 207298, 209431, 210688, 212609, 215420, 216447, 219205, 220512, 222232, 224785, 227079, 229401, 231024, 232358, 234529, 235962, 238231, 240903, 58222705, 279884, 277666, 275918, 274064, 272143, 269932, 268295, 266891, 264463, 261972, 260848, 259505, 257542, 254947, 254524, 251909, 249658, 246719, 245754, 244608, 17910845, 13126, 12816, 12527, 12096, 11881, 11474, 11262, 10927, 10483, 10477, 10063, 9772, 9709, 9308, 9163, 8821, 8652, 8436, 8234, 8073, 258455
14181760, 201540, 203057, 205824, 207801, 209203, 211224, 212381, 215188, 216733, 218663, 220237, 222208, 224013, 225030, 227597, 229957, 230955, 233018, 234635, 235939, 56582973, 278041, 276943, 275495, 273067, 270524, 269968, 267895, 267584, 264534, 263451, 262228, 259767, 258350, 256320, 254175, 252079, 252004, 249330, 247930, 246274, 19008387, 16008, 15673, 14921, 15078, 14578, 14253, 13907, 13537, 13331, 12960, 12515, 12316, 11862, 11696, 11287, 11227, 10777, 10476, 10224, 9990, 339102
